,neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
3542,Victoria-Fraserview,105.0,30,3,0.22,8,337,2
3543,Hastings-Sunrise,92.0,31,19,1.05,16,179,5
3544,West End,170.0,30,7,0.41,3,129,4
3545,Victoria-Fraserview,99.0,1,51,2.78,2,0,34
3546,Downtown,1166.0,30,1,0.23,41,17,1
3547,Downtown Eastside,475.0,2,34,1.93,2,0,25
3548,Downtown,127.0,2,102,5.54,1,0,73
3549,Downtown,300.0,59,3,0.26,1,0,3
3550,Kensington-Cedar Cottage,65.0,30,2,0.12,4,208,0
3551,Downtown,112.0,30,5,0.32,1,47,3
3552,Strathcona,132.0,1,44,2.54,2,0,41
3553,Riley Park,267.0,3,17,1.16,1,352,13
3554,Downtown,220.0,2,39,2.35,1,50,21
3555,Riley Park,200.0,5,31,1.88,1,60,21
3556,Mount Pleasant,120.0,90,3,0.28,1,286,3
3557,Downtown Eastside,208.0,3,13,0.78,1,0,2
3558,Downtown,120.0,3,60,3.34,1,328,38
3559,Killarney,,2,75,4.57,1,0,51
3560,Kensington-Cedar Cottage,,4,5,0.32,1,0,4
3561,Mount Pleasant,,3,29,1.64,1,0,16
3562,Sunset,64.0,1,77,4.18,1,156,52
3563,West End,450.0,30,0,,1,179,0
3564,Downtown,208.0,2,56,3.05,1,69,36
3565,Downtown Eastside,160.0,5,34,1.9,1,59,21
3566,Fairview,2000.0,1,0,,1,365,0
3567,Sunset,81.0,1,63,3.87,1,17,51
3568,Dunbar Southlands,142.0,1,97,6.34,1,218,87
3569,Downtown,,1,60,3.3,1,0,34
3570,Downtown,175.0,1,32,2.09,1,200,21
3571,Hastings-Sunrise,,2,10,0.6,1,0,0
3572,Mount Pleasant,146.0,3,74,4.5,1,225,56
3573,West End,206.0,3,45,3.09,1,0,43
3574,Kerrisdale,165.0,2,91,5.28,1,14,57
3575,Mount Pleasant,,30,0,,1,0,0
3576,Kensington-Cedar Cottage,66.0,3,49,2.77,1,46,36
3577,Marpole,74.0,1,127,6.91,1,0,81
3578,Downtown,85.0,30,3,0.18,5,364,1
3579,Mount Pleasant,62.0,30,0,,1,365,0
3580,Downtown,219.0,1,130,7.1,43,0,91
3581,West Point Grey,20000.0,30,0,,4,364,0
3582,Downtown,,1,41,2.57,1,0,31
3583,Kitsilano,267.0,3,40,2.26,1,139,23
3584,Downtown,236.0,30,4,0.24,1,191,1
3585,Hastings-Sunrise,120.0,30,23,1.39,1,162,5
3586,Renfrew-Collingwood,95.0,3,47,2.79,1,88,33
3587,Sunset,160.0,2,7,0.39,2,179,0
3588,Downtown Eastside,161.0,2,3,1.55,2,0,3
3589,Mount Pleasant,176.0,1,123,6.8,1,0,88
3590,Victoria-Fraserview,225.0,1,13,0.72,1,0,2
3591,West End,93.0,90,0,,33,108,0
3592,Dunbar Southlands,96.0,1,72,3.96,43,164,47
3593,Oakridge,98.0,1,73,4.14,4,348,55
3594,Downtown Eastside,199.0,30,0,,1,50,0
3595,Victoria-Fraserview,,1,30,1.65,6,0,8
3596,Downtown,412.0,1,57,3.24,1,130,41
3597,Downtown,303.0,30,144,8.04,1,0,104
3598,Riley Park,150.0,2,53,2.99,1,0,35
3599,Kitsilano,216.0,30,1,0.54,1,335,1
3600,Dunbar Southlands,86.0,30,7,0.42,1,273,5
3601,Sunset,179.0,3,8,0.47,2,361,3
3602,Downtown,275.0,30,0,,4,88,0
3603,Downtown,173.0,3,65,3.7,2,0,45
3604,Killarney,79.0,30,7,0.45,1,228,5
3605,Kitsilano,265.0,30,1,0.06,1,152,0
3606,Downtown,237.0,2,49,2.78,5,241,32
3607,Mount Pleasant,110.0,4,57,3.18,1,343,37
3608,Downtown Eastside,414.0,2,113,6.28,2,21,70
3609,Downtown,249.0,4,4,0.23,1,66,0
3610,West Point Grey,236.0,1,63,3.55,17,86,41
3611,Downtown,88.0,30,6,0.36,1,286,4
3612,Downtown Eastside,75.0,30,9,0.53,1,253,6
3613,Mount Pleasant,,3,68,3.8,1,0,37
3614,Downtown,187.0,2,89,5.44,2,0,70
3615,Downtown,386.0,3,58,3.22,21,284,38
3616,Downtown,236.0,1,48,2.72,1,0,37
3617,Downtown,191.0,2,112,6.71,1,0,71
3618,Downtown,210.0,2,86,4.83,1,208,54
3619,Oakridge,55.0,30,1,0.06,10,365,0
3620,Downtown,215.0,30,5,0.32,1,334,4
3621,Downtown,271.0,1,48,2.85,1,8,32
3622,Downtown,85.0,30,3,0.18,5,364,1
3623,West End,125.0,30,5,0.34,37,246,4
3624,Grandview-Woodland,,3,13,0.76,2,0,0
3625,Downtown,168.0,30,4,0.29,2,299,3
3626,Victoria-Fraserview,333.0,2,32,1.95,1,79,20
3627,West End,86.0,6,20,2.68,1,348,20
3628,Downtown,90.0,30,0,,8,130,0
3629,West Point Grey,490.0,1,0,,1,89,0
3630,West End,139.0,25,14,0.83,1,151,4
3631,Downtown,142.0,1,116,6.55,43,105,82
3632,Downtown,139.0,1,68,3.9,134,186,40
3633,Riley Park,189.0,2,80,4.47,2,0,52
3634,Grandview-Woodland,,2,3,0.18,1,0,0
3635,Kitsilano,264.0,1,105,5.91,1,25,71
3636,Downtown Eastside,113.0,7,28,1.57,1,44,15
3637,Downtown,286.0,1,57,3.3,2,340,44
3638,Kerrisdale,643.0,2,22,1.31,2,305,17
3639,Victoria-Fraserview,48.0,30,0,,1,358,0
3640,Marpole,130.0,30,0,,1,268,0
3641,Renfrew-Collingwood,150.0,2,57,3.37,1,72,42
3642,Downtown,121.0,30,4,0.31,1,94,3
3643,Killarney,151.0,2,6,0.35,2,365,0
3644,Kitsilano,256.0,30,5,0.33,1,212,4
3645,Killarney,151.0,2,7,0.4,2,365,0
3646,Kensington-Cedar Cottage,475.0,1,26,1.58,3,170,22
3647,Grandview-Woodland,130.0,3,53,3.05,1,0,37
3648,South Cambie,299.0,180,0,,4,251,0
3649,Downtown,159.0,2,58,3.39,1,0,41
3650,Mount Pleasant,125.0,3,33,1.87,1,350,23
3651,Sunset,65.0,30,9,0.54,1,31,8
3652,Downtown,505.0,1,93,5.65,1,0,68
3653,Renfrew-Collingwood,139.0,2,24,1.44,1,0,22
3654,Grandview-Woodland,64.0,1,88,4.99,1,170,55
3655,Grandview-Woodland,110.0,30,9,0.54,1,347,7
3656,Downtown Eastside,162.0,30,0,,1,331,0
3657,Riley Park,365.0,30,14,0.79,2,269,8
3658,Kitsilano,,30,7,0.43,1,0,4
3659,Marpole,80.0,30,8,0.48,21,251,6
3660,Downtown,130.0,5,44,2.6,1,88,37
3661,West Point Grey,239.0,3,14,0.92,1,0,8
3662,Downtown,,1,0,,1,0,0
3663,Riley Park,,1,6,1.42,1,0,6
3664,Kensington-Cedar Cottage,231.0,3,38,2.16,1,83,22
3665,Downtown,156.0,2,83,4.76,1,0,52
3666,Downtown,140.0,3,35,2.13,3,205,27
3667,West End,256.0,2,28,1.61,2,89,14
3668,Grandview-Woodland,65.0,30,10,0.61,4,340,6
3669,Kitsilano,320.0,2,46,2.71,1,332,28
3670,Mount Pleasant,200.0,2,66,3.8,1,14,44
3671,Downtown Eastside,88.0,2,77,4.72,1,176,53
3672,Marpole,278.0,2,10,0.57,1,135,4
3673,Kerrisdale,92.0,30,5,0.36,1,361,0
3674,Downtown,144.0,2,48,3.91,1,0,47
3675,Downtown,196.0,2,45,2.62,1,50,30
3676,Marpole,169.0,30,2,0.13,2,0,0
3677,Mount Pleasant,104.0,2,112,6.44,1,20,95
3678,Downtown,,30,0,,2,0,0
3679,Downtown,88.0,2,37,2.21,134,175,22
3680,Mount Pleasant,73.0,30,4,0.26,134,339,3
3681,Hastings-Sunrise,380.0,2,4,0.24,1,353,2
3682,Downtown,499.0,3,14,0.89,1,179,11
3683,Kitsilano,339.0,2,40,3.39,1,286,40
3684,Mount Pleasant,89.0,30,4,0.42,1,334,4
3685,Downtown,180.0,31,0,,16,95,0
3686,Downtown Eastside,186.0,7,73,4.29,1,0,50
3687,West End,128.0,30,2,0.14,1,356,1
3688,Downtown,199.0,2,49,2.8,1,51,30
3689,Downtown,200.0,2,63,3.68,1,0,46
3690,Victoria-Fraserview,259.0,2,58,3.58,1,318,43
3691,Killarney,82.0,2,145,8.38,1,105,110
3692,Downtown,165.0,5,51,3.17,1,298,39
3693,Riley Park,244.0,2,19,1.25,1,0,12
3694,Shaughnessy,135.0,30,12,0.74,1,365,3
3695,Renfrew-Collingwood,263.0,3,33,1.93,4,0,20
3696,Arbutus Ridge,700.0,3,5,0.29,1,5,1
3697,Fairview,121.0,30,6,0.38,2,260,4
3698,Downtown,110.0,1,21,2.35,1,308,21
3699,Sunset,205.0,1,22,1.28,1,0,3
3700,Dunbar Southlands,290.0,5,7,0.43,2,364,3
3701,Downtown,165.0,2,75,4.35,1,56,54
3702,Downtown,141.0,30,1,0.68,43,44,1
3703,Arbutus Ridge,180.0,2,26,1.66,3,89,19
3704,Kitsilano,445.0,3,16,0.95,1,81,9
3705,Downtown Eastside,280.0,1,28,1.72,1,107,16
3706,Dunbar Southlands,125.0,30,6,0.37,1,169,3
3707,Downtown,313.0,2,19,1.18,1,19,9
3708,Victoria-Fraserview,95.0,3,46,2.89,1,165,35
3709,Grandview-Woodland,100.0,30,8,0.49,2,98,6
3710,Kensington-Cedar Cottage,950.0,2,19,1.12,1,357,11
3711,South Cambie,,2,5,0.3,1,0,0
3712,Mount Pleasant,329.0,2,15,0.88,1,8,10
3713,South Cambie,150.0,30,0,,1,180,0
3714,Downtown,82.0,30,5,0.34,1,365,4
3715,West End,125.0,30,8,0.69,37,146,8
3716,Renfrew-Collingwood,382.0,30,1,0.27,4,316,1
3717,Renfrew-Collingwood,99.0,28,0,,4,312,0
3718,Killarney,329.0,2,71,4.13,1,285,51
3719,Marpole,107.0,1,8,2.31,6,276,8
3720,Killarney,180.0,3,22,1.41,1,225,21
3721,Downtown,400.0,2,42,2.48,1,297,32
3722,Dunbar Southlands,287.0,30,3,0.18,1,78,1
3723,West End,128.0,2,37,2.37,1,46,34
3724,Kitsilano,258.0,2,77,4.52,1,241,58
3725,Renfrew-Collingwood,,2,6,0.35,1,0,0
3726,Downtown Eastside,109.0,3,39,2.76,1,148,31
3727,Downtown,390.0,1,0,,5,362,0
3728,Downtown Eastside,129.0,1,36,2.24,1,25,30
3729,Mount Pleasant,121.0,4,55,3.26,1,132,40
3730,Downtown,130.0,1,26,1.63,1,0,21
3731,Downtown,248.0,2,93,5.79,1,333,69
3732,Downtown,155.0,1,103,6.13,1,156,72
3733,West End,125.0,30,2,0.17,37,267,2
3734,Downtown Eastside,144.0,2,100,6.11,1,0,76
3735,Downtown,117.0,2,111,6.61,1,310,87
3736,Renfrew-Collingwood,128.0,2,68,4.06,2,112,53
3737,Downtown,220.0,30,0,,2,364,0
3738,Downtown,200.0,30,1,0.07,42,202,0
3739,West Point Grey,170.0,29,1,0.06,1,78,0
3740,Downtown,319.0,2,87,6.73,1,0,82
3741,West End,135.0,30,2,0.14,1,96,1
3742,Downtown,2029.0,3,0,,30,364,0
3743,Downtown,121.0,1,80,4.72,1,0,57
3744,Downtown,155.0,1,77,4.67,1,147,43
3745,Marpole,60.0,30,16,0.94,1,52,1
3746,Downtown,135.0,30,5,0.32,1,0,4
3747,Marpole,39.0,30,45,2.68,4,65,30
3748,Kensington-Cedar Cottage,399.0,7,2,0.14,1,61,1
3749,Downtown Eastside,99.0,1,42,2.49,1,0,31
3750,West End,135.0,30,6,0.49,1,154,6
3751,Oakridge,109.0,3,49,2.98,1,0,30
3752,Downtown,110.0,30,1,0.58,19,315,1
3753,Downtown,135.0,90,3,0.25,2,274,3
3754,Mount Pleasant,150.0,30,4,0.26,1,321,2
3755,Downtown,129.0,2,69,4.08,134,288,50
3756,Kensington-Cedar Cottage,240.0,3,11,0.66,1,356,5
3757,Downtown Eastside,275.0,120,6,0.38,2,327,3
3758,Downtown,232.0,1,10,0.64,1,341,8
3759,Riley Park,100.0,30,3,0.19,2,164,2
3760,West End,110.0,30,2,0.28,1,72,2
3761,Riley Park,108.0,30,5,0.33,134,356,2
3762,Killarney,179.0,30,7,0.52,4,157,6
3763,Grandview-Woodland,249.0,2,37,2.24,1,340,22
3764,Downtown,159.0,2,78,4.67,2,348,56
3765,Kensington-Cedar Cottage,75.0,1,60,3.57,2,169,44
3766,Downtown,,30,0,,6,0,0
3767,Kensington-Cedar Cottage,120.0,1,59,3.8,1,0,48
3768,Downtown,230.0,30,0,,1,365,0
3769,Dunbar Southlands,636.0,2,3,0.18,1,160,0
3770,Riley Park,295.0,3,9,0.56,1,136,3
3771,West Point Grey,65.0,31,0,,7,358,0
3772,Mount Pleasant,285.0,2,13,0.82,1,4,10
3773,Downtown Eastside,500.0,30,5,0.34,1,365,2
3774,Victoria-Fraserview,325.0,2,55,3.29,2,70,41
3775,Grandview-Woodland,229.0,30,8,0.51,2,118,3
3776,Downtown,988.0,3,37,2.21,21,152,20
3777,Riley Park,93.0,30,5,0.32,1,309,2
3778,Downtown,286.0,1,3,0.96,7,340,3
3779,Downtown Eastside,289.0,1,13,0.78,7,0,9
3780,Downtown,256.0,1,11,0.71,7,328,8
3781,Downtown,288.0,1,26,1.62,7,299,23
3782,Grandview-Woodland,136.0,2,72,4.36,1,74,50
3783,Hastings-Sunrise,200.0,2,15,0.96,1,325,11
3784,Downtown,300.0,20,28,1.71,3,79,22
3785,Downtown,117.0,30,4,0.26,1,361,3
3786,West Point Grey,45.0,31,2,0.27,7,364,2
3787,Downtown,144.0,2,73,4.42,1,0,49
3788,Kensington-Cedar Cottage,90.0,3,58,3.52,1,76,41
3789,Downtown,199.0,1,1,0.06,1,355,0
3790,Mount Pleasant,166.0,30,8,0.55,134,347,5
3791,Dunbar Southlands,,1,4,0.25,1,0,0
3792,Kensington-Cedar Cottage,150.0,30,0,,9,330,0
3793,Mount Pleasant,100.0,2,46,2.96,1,12,27
3794,West Point Grey,75.0,3,19,2.24,1,0,19
3795,Kitsilano,355.0,1,11,0.73,4,223,7
3796,Arbutus Ridge,131.0,30,6,0.39,2,288,3
3797,West End,330.0,31,0,,2,364,0
3798,West End,110.0,30,6,0.41,37,118,5
3799,Sunset,150.0,1,46,2.75,1,346,26
3800,Renfrew-Collingwood,,1,7,0.42,1,0,0
3801,Marpole,100.0,30,6,0.45,5,124,5
3802,Mount Pleasant,115.0,2,37,2.43,1,191,29
3803,Hastings-Sunrise,220.0,2,7,0.43,1,364,0
3804,Kitsilano,65.0,1,52,3.16,4,258,34
3805,Kitsilano,87.0,1,53,3.21,4,311,30
3806,Kitsilano,76.0,1,33,2.0,4,297,14
3807,Sunset,199.0,2,29,1.77,1,122,22
3808,Victoria-Fraserview,310.0,2,11,0.67,4,79,2
3809,Grandview-Woodland,925.0,3,1,0.06,1,0,0
3810,Kitsilano,130.0,30,6,0.41,1,364,4
3811,Kensington-Cedar Cottage,,1,25,1.51,2,0,6
3812,Downtown,233.0,2,45,3.28,1,110,39
3813,Shaughnessy,791.0,5,0,,30,343,0
3814,Downtown,120.0,30,22,1.33,1,36,13
3815,Downtown,747.0,30,0,,1,180,0
3816,Grandview-Woodland,74.0,30,5,0.34,4,119,3
3817,Downtown,,1,0,,1,0,0
3818,Victoria-Fraserview,113.0,1,45,2.74,5,79,33
3819,Oakridge,230.0,30,6,0.48,1,155,5
3820,Downtown,288.0,3,38,2.55,2,0,33
3821,Kitsilano,122.0,30,4,0.26,134,257,2
3822,Kensington-Cedar Cottage,115.0,30,3,0.26,2,175,3
3823,Mount Pleasant,136.0,30,0,,1,61,0
3824,Downtown,119.0,2,44,3.0,1,37,35
3825,Renfrew-Collingwood,206.0,75,0,,1,0,0
3826,Kitsilano,581.0,30,0,,5,0,0
3827,Victoria-Fraserview,105.0,2,74,4.62,2,70,55
3828,Downtown Eastside,133.0,1,21,6.43,1,217,21
3829,Kensington-Cedar Cottage,600.0,5,7,0.43,2,209,5
3830,Shaughnessy,157.0,1,9,0.55,10,325,3
3831,West End,,2,1,0.06,1,0,0
3832,Downtown,108.0,30,9,0.61,1,242,7
3833,Grandview-Woodland,270.0,1,11,0.72,1,12,6
3834,Downtown,176.0,2,107,6.55,1,0,83
3835,West End,159.0,30,2,0.12,1,53,0
3836,Downtown,165.0,2,66,4.04,1,155,45
3837,Grandview-Woodland,95.0,5,13,0.85,1,18,9
3838,West End,126.0,4,6,0.42,2,0,3
3839,Downtown,303.0,2,54,3.92,1,85,48
3840,Mount Pleasant,100.0,2,11,0.7,1,52,5
3841,Kensington-Cedar Cottage,88.0,30,2,0.14,2,150,1
3842,Downtown,140.0,30,3,0.58,3,89,3
3843,Sunset,116.0,30,8,0.59,5,7,7
3844,Arbutus Ridge,598.0,10,0,,7,364,0
3845,Riley Park,99.0,30,3,0.23,2,34,2
3846,Downtown,56.0,30,1,0.08,6,208,0
3847,Kensington-Cedar Cottage,40.0,30,6,0.52,2,301,6
3848,Kitsilano,139.0,2,45,3.04,1,239,36
3849,Kensington-Cedar Cottage,250.0,2,21,1.33,1,86,14
3850,West End,131.0,2,75,5.34,1,38,68
3851,Dunbar Southlands,132.0,2,50,3.07,1,0,30
3852,Downtown,111.0,2,28,1.83,1,219,17
3853,Kensington-Cedar Cottage,54.0,30,7,0.46,9,252,5
3854,South Cambie,120.0,3,44,2.83,1,151,36
3855,Renfrew-Collingwood,77.0,1,39,2.52,3,50,21
3856,Downtown,198.0,2,8,1.76,1,182,8
3857,Kensington-Cedar Cottage,40.0,30,2,0.25,9,286,2
3858,Downtown,201.0,2,69,4.98,1,294,61
3859,Grandview-Woodland,190.0,5,41,2.85,1,90,32
3860,South Cambie,160.0,365,0,,1,365,0
3861,Downtown,450.0,7,22,1.38,1,1,15
3862,Downtown,85.0,30,0,,2,153,0
3863,Kitsilano,216.0,3,44,2.83,3,223,32
3864,Downtown,129.0,7,3,0.52,2,183,3
3865,Downtown,431.0,2,41,2.83,1,7,30
3866,Kensington-Cedar Cottage,72.0,30,6,0.41,1,242,5
3867,Mount Pleasant,160.0,30,8,0.73,9,347,8
3868,Mount Pleasant,167.0,30,8,0.59,9,299,5
3869,Kensington-Cedar Cottage,40.0,30,4,0.31,9,321,3
3870,Kensington-Cedar Cottage,40.0,30,2,0.32,9,306,2
3871,Kensington-Cedar Cottage,40.0,30,4,0.29,9,284,3
3872,Kensington-Cedar Cottage,40.0,30,5,0.34,9,284,3
3873,Downtown,206.0,25,19,1.26,1,161,17
3874,Marpole,155.0,1,30,2.17,1,165,28
3875,Downtown,110.0,90,2,0.51,11,267,2
3876,Kitsilano,158.0,30,2,0.15,10,2,1
3877,Kensington-Cedar Cottage,231.0,1,21,1.34,10,284,15
3878,Downtown,400.0,30,2,0.26,1,89,2
3879,Downtown,225.0,3,36,2.25,21,322,23
3880,Downtown,108.0,30,6,0.38,2,72,4
3881,Marpole,100.0,30,2,0.17,7,347,2
3882,Kitsilano,271.0,29,0,,2,364,0
3883,West Point Grey,119.0,1,85,5.41,1,0,64
3884,Downtown,267.0,1,19,1.62,7,342,19
3885,Downtown,195.0,12,14,0.96,1,7,11
3886,Downtown,185.0,90,0,,1,358,0
3887,Downtown,145.0,2,60,3.95,1,138,50
3888,Riley Park,81.0,1,13,0.82,19,365,8
3889,Dunbar Southlands,91.0,1,24,1.67,8,364,21
3890,Downtown,311.0,2,50,4.14,1,336,50
3891,Riley Park,140.0,30,4,0.27,2,159,2
3892,West End,98.0,30,4,0.31,3,312,3
3893,Riley Park,54.0,1,1,0.06,19,365,0
3894,Kensington-Cedar Cottage,56.0,3,9,0.66,19,364,7
3895,Renfrew-Collingwood,93.0,30,0,,1,90,0
3896,Downtown Eastside,131.0,1,143,8.92,1,0,103
3897,Dunbar Southlands,212.0,2,52,3.38,1,0,46
3898,Kensington-Cedar Cottage,130.0,2,2,0.21,2,325,2
3899,Marpole,101.0,1,94,5.83,1,343,70
3900,Downtown Eastside,79.0,7,18,1.21,1,361,12
3901,Riley Park,80.0,30,1,0.7,1,156,1
3902,Killarney,95.0,2,36,2.26,3,95,20
3903,Downtown,95.0,30,7,0.51,21,179,5
3904,Downtown,,2,0,,1,145,0
3905,Kensington-Cedar Cottage,140.0,2,7,0.45,1,179,5
3906,Kensington-Cedar Cottage,40.0,30,3,0.2,9,272,2
3907,Kerrisdale,70.0,1,58,4.38,4,0,57
3908,Mount Pleasant,78.0,29,7,0.48,1,0,6
3909,Kitsilano,225.0,30,16,1.19,2,364,14
3910,West End,75.0,30,1,0.08,4,364,0
3911,Marpole,110.0,30,0,,7,161,0
3912,Kensington-Cedar Cottage,60.0,30,2,0.14,9,315,1
3913,Riley Park,121.0,7,15,1.02,1,0,12
3914,West End,168.0,3,10,0.72,4,8,9
3915,Downtown,150.0,2,100,6.34,1,224,77
3916,Kitsilano,169.0,3,0,,1,365,0
3917,Downtown,140.0,30,1,0.23,3,104,1
3918,Marpole,50.0,31,1,0.08,7,107,0
3919,West End,198.0,1,47,3.21,1,27,39
3920,Strathcona,120.0,3,1,0.34,1,194,1
3921,Marpole,85.0,30,2,0.14,7,316,1
3922,Marpole,48.0,30,2,0.14,7,162,1
3923,Marpole,45.0,30,2,0.15,7,157,1
3924,Mount Pleasant,99.0,30,2,0.14,3,0,1
3925,Mount Pleasant,797.0,30,6,0.41,3,140,4
3926,Downtown,168.0,2,66,4.45,1,308,52
3927,Downtown,159.0,3,41,2.63,21,256,32
3928,West Point Grey,149.0,1,24,1.58,1,164,16
3929,Mount Pleasant,225.0,30,3,0.39,9,306,3
3930,Sunset,144.0,3,31,6.16,1,0,31
3931,Renfrew-Collingwood,130.0,2,36,2.54,1,62,30
3932,Downtown Eastside,132.0,90,5,0.35,134,196,3
3933,Kerrisdale,119.0,1,35,2.65,1,0,31
3934,Victoria-Fraserview,130.0,4,18,1.14,3,334,6
3935,Shaughnessy,240.0,2,3,0.19,1,89,0
3936,West End,2500.0,2,3,0.23,4,267,2
3937,Victoria-Fraserview,152.0,1,21,1.56,2,163,18
3938,Renfrew-Collingwood,,1,11,0.7,1,0,1
3939,Kensington-Cedar Cottage,171.0,3,61,3.94,1,261,50
3940,Mount Pleasant,139.0,30,6,0.57,9,334,6
3941,Marpole,193.0,1,17,2.0,1,9,17
3942,Renfrew-Collingwood,145.0,2,54,3.48,2,0,45
3943,Mount Pleasant,238.0,30,6,0.49,9,308,5
3944,Mount Pleasant,180.0,30,10,0.77,9,336,9
3945,Oakridge,50.0,30,3,0.21,20,365,2
3946,Downtown,245.0,91,4,0.27,1,212,2
3947,Mount Pleasant,160.0,30,7,0.65,9,236,7
3948,Mount Pleasant,155.0,30,3,0.35,9,334,3
3949,West End,59.0,5,62,4.14,6,51,48
3950,Downtown,161.0,2,97,6.42,1,75,80
3951,Renfrew-Collingwood,300.0,60,0,,2,364,0
3952,Downtown Eastside,163.0,3,44,2.88,1,102,29
3953,Downtown,149.0,1,46,2.97,1,88,37
3954,Dunbar Southlands,120.0,1,84,5.86,1,307,74
3955,Grandview-Woodland,157.0,2,70,4.48,1,357,57
3956,Hastings-Sunrise,204.0,2,32,2.3,1,243,30
3957,Renfrew-Collingwood,200.0,2,28,1.87,1,89,19
3958,Downtown,250.0,2,1,0.09,1,73,1
3959,Downtown,110.0,30,7,0.53,1,273,6
3960,Downtown Eastside,145.0,1,12,1.3,1,0,12
3961,Marpole,200.0,2,6,1.29,2,0,6
3962,Downtown,256.0,1,67,4.8,1,70,53
3963,West End,139.0,30,3,0.24,3,134,2
3964,Riley Park,132.0,30,0,,1,80,0
3965,West End,90.0,30,7,0.58,4,4,7
3966,Grandview-Woodland,125.0,30,2,0.15,1,0,1
3967,Downtown,206.0,2,62,4.1,1,271,51
3968,South Cambie,131.0,30,4,0.28,1,137,3
3969,Grandview-Woodland,100.0,1,56,6.49,2,54,56
3970,Downtown,239.0,2,39,2.63,1,118,26
3971,Mount Pleasant,300.0,31,1,0.12,1,355,1
3972,West End,211.0,31,1,0.13,38,85,1
3973,Kensington-Cedar Cottage,82.0,2,86,5.77,3,335,64
3974,Kensington-Cedar Cottage,150.0,2,15,1.27,1,340,15
3975,Downtown,199.0,30,0,,1,364,0
3976,Downtown Eastside,119.0,1,46,3.02,1,341,38
3977,Killarney,101.0,2,43,3.24,1,140,40
3978,Riley Park,161.0,30,6,0.51,134,58,6
3979,Grandview-Woodland,200.0,5,1,0.11,2,45,1
3980,Downtown,110.0,30,2,0.15,1,364,1
3981,Downtown,386.0,2,24,1.57,1,0,20
3982,Oakridge,67.0,30,3,0.21,20,352,2
3983,Renfrew-Collingwood,243.0,30,0,,4,365,0
3984,Downtown,110.0,30,5,0.41,2,0,4
3985,Kitsilano,130.0,30,5,0.39,1,222,4
3986,Downtown,201.0,2,56,4.65,1,163,56
3987,Downtown Eastside,150.0,3,3,0.51,1,0,3
3988,Riley Park,400.0,3,28,1.94,1,118,22
3989,Shaughnessy,96.0,1,108,8.02,2,0,102
3990,Marpole,168.0,2,58,3.92,2,69,52
3991,Renfrew-Collingwood,150.0,30,0,,1,87,0
3992,Fairview,100.0,30,2,0.23,30,184,2
3993,Downtown Eastside,183.0,2,71,5.1,1,0,62
3994,Kensington-Cedar Cottage,499.0,5,0,,1,330,0
3995,West Point Grey,71.0,3,25,1.96,4,342,24
3996,Mount Pleasant,179.0,30,0,,1,365,0
3997,South Cambie,105.0,1,66,4.37,1,0,49
3998,Kensington-Cedar Cottage,135.0,2,26,2.81,1,0,26
3999,West End,138.0,2,35,2.47,2,28,34
4000,Riley Park,155.0,2,112,7.58,1,0,86
4001,Downtown,220.0,30,2,0.25,1,315,2
4002,Downtown,101.0,5,65,4.28,3,0,53
4003,Mount Pleasant,150.0,181,2,0.15,1,339,0
4004,Downtown,1166.0,30,0,,41,18,0
4005,Dunbar Southlands,118.0,1,18,1.19,6,162,14
4006,West Point Grey,158.0,31,11,0.74,1,90,4
4007,Marpole,102.0,2,19,1.73,1,245,19
4008,West End,109.0,30,0,,19,40,0
4009,Downtown,138.0,2,28,2.04,1,38,26
4010,Downtown Eastside,137.0,2,77,5.16,5,317,56
4011,Victoria-Fraserview,160.0,1,31,2.08,2,163,27
4012,Sunset,150.0,31,0,,1,364,0
4013,Dunbar Southlands,103.0,1,24,1.59,6,172,17
4014,Grandview-Woodland,96.0,2,41,2.97,2,51,36
4015,Mount Pleasant,83.0,2,41,3.05,1,0,36
4016,Kitsilano,147.0,2,79,7.52,1,0,79
4017,Grandview-Woodland,120.0,30,5,0.37,3,180,4
4018,Downtown,,1,15,1.0,1,0,9
4019,West Point Grey,79.0,1,32,2.38,4,342,31
4020,Kitsilano,298.0,4,9,0.65,1,64,6
4021,West Point Grey,110.0,1,34,2.29,4,0,32
4022,West Point Grey,246.0,3,40,2.7,1,114,31
4023,Hastings-Sunrise,80.0,1,49,3.5,1,340,46
4024,Dunbar Southlands,145.0,1,7,0.71,6,347,7
4025,Downtown,,2,38,2.65,1,0,26
4026,Fairview,,2,17,4.81,1,0,17
4027,Hastings-Sunrise,200.0,30,6,0.46,1,225,5
4028,Downtown,208.0,2,71,5.14,1,75,59
4029,West End,135.0,30,2,0.42,1,294,2
4030,Killarney,80.0,1,139,9.31,1,0,128
4031,Downtown,191.0,4,33,2.35,1,0,28
4032,Downtown Eastside,125.0,2,20,1.37,2,66,16
4033,Downtown,120.0,30,2,0.32,1,241,2
4034,Riley Park,81.0,1,147,9.89,1,132,125
4035,Mount Pleasant,178.0,2,38,3.03,1,0,37
4036,Downtown,157.0,30,0,,1,364,0
4037,Downtown,101.0,5,59,4.0,2,68,49
4038,West End,820.0,30,0,,1,273,0
4039,West Point Grey,142.0,1,60,4.07,1,0,56
4040,West Point Grey,,2,12,0.81,1,0,9
4041,Hastings-Sunrise,140.0,1,26,1.78,2,85,20
